scenario;variable;answer_unbalanced;answer_balanced
4;movement;-2;-1
4;movement;-2;0
4;movement;-1;1
4;movement;-1;1
4;movement;-2;0
4;movement;-1;-1
4;movement;-1;-1
4;movement;-1;0
4;movement;0;0
4;movement;0;-2
4;movement;0;-2
4;movement;0;-1
